No.;Time;Comment;Scramble;Date;P.1
187;11.25;;R U' R2 D2 R2 B2 D2 B2 U' F2 U2 F R' D' R2 B' L' R2 D2;2020-12-29 20:00:10;11.25
188;11.25;;R' U2 F2 L2 D2 R2 D2 F2 L2 U' F2 U' F2 L' U F2 L B' U L' D2;2020-12-29 20:00:33;11.25
189;12.75;;U R2 F D2 B2 D2 R2 D2 F' D2 L2 U L B' D2 F U2 R2 D B';2020-12-29 20:01:02;12.75
190;12.86;;D2 R' U' F' L D2 F2 R D R' U2 F2 D2 L B2 U2 B2 R2 F2 R' L2;2020-12-29 20:01:29;12.86
191;14.83;;D' B R2 F' R L' F' D' R2 B2 R B2 R' U2 R2 U2 B2 R L2 D2 U;2020-12-29 20:02:07;14.83
192;15.57;;B2 U R2 U R2 F2 L2 F2 D B2 U' F L' B2 U L' D B2 L' R2;2020-12-29 20:02:37;15.57
193;14.78;;U2 B2 F2 L' D2 R' U2 L2 D2 U2 F L D' U R' F U' F2 R';2020-12-29 20:03:03;14.78
194;12.19;;F2 U B L U F2 D L F D2 F U2 F' D2 F2 D2 R2 B U2 D';2021-01-03 23:53:01;12.19
195;15.55;;B' L' R2 B' F' U2 B2 D2 L2 U2 B' D2 F R D2 U2 B2 D' F2 L';2021-01-03 23:53:43;15.55
196;14.76;;D2 F' D2 F2 U2 F R2 F' R2 D2 F L2 R' D' R D L' U2 B F' R';2021-01-03 23:54:24;14.76
197;14.68;;D L2 D2 B2 D' R2 B2 R2 U' L2 D' L D2 L2 B2 F L B2 F;2021-01-03 23:57:49;14.68
198;16.33;;L2 U' L2 U2 L2 D F2 R2 D L2 F2 L U' F L2 R B' D F2 D;2021-01-03 23:58:18;16.33
199;16.05;;L2 B R B2 F2 L D2 B2 R F2 L' B2 D2 U L' B' L2 R D B';2021-01-03 23:58:49;16.05
200;13.75;;L2 B' U2 F R2 D R' U2 F2 B2 L U2 L' D2 R' U2 R D R';2021-01-03 23:59:19;13.75
201;17.28;;F2 L' D2 R' D2 B2 R2 D2 L' F2 R2 F2 U' F2 D2 F' D F' L2 F' R;2021-01-03 23:59:45;17.28
202;14.58;;U2 R2 U F2 D' L2 R2 D2 F2 R2 F2 L2 F L' D R2 F' R B' L' F;2021-01-04 00:05:38;14.58
203;15.69;;F2 D' L2 B2 D2 B2 U' F2 D' F2 R' D2 L F D2 R' U' F' L;2021-01-04 00:07:38;15.69
204;14.65;;F U' R F U2 D2 B D F2 R' B R2 L2 D2 F L2 B' D2 B L2 B2;2021-01-04 00:08:47;14.65
205;13.68;;F D B' R2 D2 F' L2 F D2 B2 R2 F2 D F D2 R D' R2 D2;2021-01-04 00:09:14;13.68
206;16.86;;B U B L U2 D R' D2 R F' U2 F' D2 B' R2 D2 R2 U2 B R2;2021-01-04 00:09:48;16.86
207;10.06;;D' R L D R2 F' U F D R L U2 F2 R2 L' B2 R2 U2 F2;2021-01-04 00:10:21;10.06
208;17.23;;B2 D B' L F' U D2 L F R' F2 U2 L2 D2 B2 D2 R F2 R2 D2;2021-01-04 00:10:52;17.23
209;13.56;;F2 L' D B2 U' L' F2 B L' F B' D2 B' R2 D2 B' D2 R2 F;2021-01-04 00:11:26;13.56
210;14.84;;L' D2 L2 F2 R2 F' L2 R2 B' U2 F2 R2 F' U' L' U2 B' D L2 B';2021-01-04 00:11:54;14.84
211;14.39;;F2 L2 B2 D2 L' D2 L F2 U2 R U R' F D L' U' R2 B' R;2021-01-04 00:12:26;14.39
212;12.46;;D' R2 D2 F2 L2 F2 U' F2 U' R2 U' F' L D2 B U' B2 U R' F' U2;2021-01-04 00:13:01;12.46
213;15.26;;F' R' U R2 B' U' L2 F U F2 U2 R2 U' D2 B2 D F2 B2 R2 L;2021-01-04 00:13:29;15.26
214;11.41;;R' D R' U' B R' U2 D2 B2 D2 R2 F' D2 R2 B' L2 B L' D' B';2021-01-04 00:14:14;11.41
215;13.59;;D B2 F2 U L2 R2 B2 R2 D' R2 F' R2 U2 R' U B' L2 R' U2;2021-01-04 00:14:35;13.59
216;12.87;;L' F U D F L F' R2 B2 U' R2 U2 L2 D' B2 U' L D';2021-01-04 00:15:00;12.87
217;13.55;;D F2 U2 B2 F2 L' R2 F2 L' R' F2 D2 B2 F' U2 F D2 U' F L R;2021-01-04 00:15:26;13.55
218;14.72;;D2 F2 D2 F2 R2 B2 D' L2 R2 F2 L2 F' D2 U' L' D' R U' B2 F' D';2021-01-04 00:15:54;14.72
219;14.38;;U' D L' U L' D2 B F2 R2 F2 B2 U' L2 D R2 D' R2 B2 D F' L';2021-01-04 00:17:20;14.38
220;16.61;;R F R2 B' L' D R' F' U2 R2 D2 F L2 U2 R2 U2 B' R2 B' D';2021-01-04 00:17:51;16.61
221;11.09;;L2 F' R2 D R2 B' R2 B2 U R2 U2 D2 L U2 R' U2 F2 R2 D2;2021-01-04 00:18:36;11.09
222;12.34;;D' R2 U F' B2 L D2 B' L' U' F2 U R2 U L2 U' F2 U2 R';2021-01-04 00:19:01;12.34
223;13.33;;L2 D2 F D2 B L2 D2 F D2 R2 B2 F' U' L2 U' L U' B D R F;2021-01-04 00:19:45;13.33
224;12.27;;U' B' D F' U2 F R2 F2 L2 D2 F R2 U2 B2 L B' U L2 D2 B L;2021-01-04 00:20:15;12.27
225;10.35;;B2 D2 F2 U L2 R2 U F2 U B2 R2 L B' L D' B2 R' F2 U F;2021-01-04 00:20:52;10.35
226;13.84;;B2 L2 U2 F2 L2 U F2 D B2 D R2 D' F' R U2 L' F' R' D' L2;2021-01-04 00:21:51;13.84
227;12.58;;U L2 D R2 B2 R2 F2 D2 L2 U L2 U L' B F' L R' U B F U2;2021-01-04 00:23:38;12.58
228;12.81;;R2 D' F2 U B2 D' R2 D R2 U' R2 U F' L2 D' L' D2 F2 L2 R2 U2;2021-01-04 00:24:15;12.81
229;13.73;;B2 U2 F2 D2 F2 R2 U' L2 U2 L2 F2 B D F U B' D R' D B' L;2021-01-04 00:25:07;13.73
230;12.08;;R2 F' L2 U2 F' L2 D2 B' L2 B F' U L' U B2 D F' U F';2021-01-04 00:25:33;12.08
231;15.49;;F' D2 F D' R D2 F' L' U2 B' R2 U D' B2 R2 D R2 D' L2 F2 L2;2021-01-04 00:26:41;15.49
232;11.78;;R2 D' B2 L' F2 R' U2 L D2 R D2 F2 D2 F' D' R B' U2 F2 U';2021-01-04 00:27:28;11.78
233;12.26;;R2 D' U2 R2 F2 D2 R2 B2 U2 R2 U R B' F2 L F' R2 U' B' F' D;2021-01-04 00:28:09;12.26
234;16.10;;L2 U L2 D R2 D U2 B2 U' L2 R2 U' F' L2 F' L F L2 F R2 U;2021-01-04 00:28:33;16.10
235;13.59;;B2 L' B2 L2 D2 F2 U R2 U' F2 D F' R2 D2 R2 D U F';2021-01-04 00:30:05;13.59
236;15.30;;F B U2 L B R U' L D R2 B R2 D2 F' D2 L2 F U2 R2 U2;2021-01-04 00:30:46;15.30
237;14.33;;L2 D' F B' L2 D L B' R2 L D2 R' B2 R2 F2 U2 R F2 R' F2 D;2021-01-04 00:31:16;14.33
238;12.04;;B2 L2 D R2 U' B2 D' U2 B2 L2 B2 L B' R F D' L' R B U2;2021-01-04 00:32:01;12.04
239;14.13;;U2 B2 F2 R' D2 U2 B2 R2 U2 R' D B' U' F U F U2 F' D;2021-01-04 00:32:39;14.13
240;14.58;;L D2 L2 R2 F D2 F2 D2 U2 L2 F R2 B R' B' F' D R' D2 R' F;2021-01-04 00:36:26;14.58
241;14.87;;R2 B2 D' B2 F2 L2 D2 U B2 D2 F2 L U B R' D2 B2 U' L' U2;2021-01-04 00:36:56;14.87
242;13.60;;D2 U' L2 U F2 D' B2 L2 F2 D' B2 R' D2 R D2 B2 D' B U';2021-01-04 00:38:02;13.60
243;12.96;;R2 F' B' U2 L B' D' L2 D R2 L2 F B2 R2 L2 B U2 B' D2;2021-01-04 00:38:48;12.96
244;11.40;;U L2 D B2 L2 D2 U' B2 F2 U' B2 U L B F' D B' F2 U2 R' D;2021-01-04 00:39:18;11.40
245;15.20;;R2 U' L2 F2 L D F R B D2 B2 R2 U2 L2 B' R2 U2 F2 D2;2021-01-04 00:39:57;15.20
246;13.32;;B2 L2 B' R U R2 B F2 D2 B2 R2 D L2 U L2 B2 R2 D2 B' U2;2021-01-04 00:41:12;13.32
247;13.42;;B D R' L' U' D B L R2 B2 U D2 B2 D F2 B2 D R2 U' F';2021-01-04 00:41:44;13.42
248;14.74;;R B R U2 L2 B2 U2 F2 D R2 B2 D F2 L2 B' U' L' R U R2 D;2021-01-04 00:42:13;14.74
249;14.71;;L' R2 U' R2 D L2 F2 L2 D' U' R2 U' F' U' R F2 L B' U B' U2;2021-01-04 00:42:47;14.71
250;13.33;;B' D2 L2 F2 U2 L2 R' U2 L2 B2 D L2 F2 R U B U2 B;2021-01-04 00:43:28;13.33
251;12.43;;R F2 U B2 R2 U' L2 D2 U' B2 U F U2 B R2 U' L2 D L;2021-01-04 00:43:50;12.43
252;9.66;;U2 B2 D L2 D L2 F2 D' B2 L2 B' F D U2 R' B F' U F';2021-01-04 00:44:23;9.66
253;14.87;;R F B L D2 F' U' B2 R' D' L2 U B2 D' L2 D2 F2 D F2 B2 R2;2021-01-04 00:47:13;14.87
254;17.92;;R F U B2 U2 B L' U B2 U' B2 D' F2 B2 U' B2 R2 U' R2 B' D;2021-01-04 00:48:44;17.92
255;16.29;;D L2 F2 R2 D2 L2 D' L2 U2 R' B2 F' R U' L D L' U';2021-01-04 00:49:29;16.29
256;15.86;;D' B2 D2 B2 L2 B2 L2 D' R2 B2 F2 U L' B2 R2 U2 B L D B;2021-01-04 00:50:02;15.86
257;13.29;;U R2 B U R2 U B2 U2 B2 F2 L2 U F2 D2 R B U B' L F2 L2;2021-01-04 00:51:23;13.29
258;14.81;;L' F2 U' B' D L' B' L2 U B2 D2 R U2 L' U2 L2 F2 L2 B2 D2 L';2021-01-04 00:51:52;14.81
259;12.05;;F' L2 B' L2 U2 B2 R2 F2 U2 F' L F R' U R F' L U F;2021-01-04 00:52:21;12.05
260;13.87;;B2 U2 R2 B' R2 B2 F2 D2 F2 U L' D2 R F2 D B2 L2 F L;2021-01-04 00:52:46;13.87
261;16.20;;D2 R' F2 U2 B2 D2 R F2 R2 F2 R' F2 D F U F2 L' B2 L B2 R;2021-01-04 00:53:17;16.20
262;14.37;;R2 F D2 R' L' D' L' R2 U' B2 U R2 U D2 R2 F2 B2 D' L;2021-01-04 00:53:47;14.37
263;14.84;;L U2 L' F2 L D2 F2 U2 F2 L2 F2 L2 D B' U' R' B D2 L B2 U';2021-01-04 00:54:42;14.84
264;14.01;;D L F2 D F R' B D' L' F2 L2 D' F2 U' R2 F2 D' R2 D L2 U2;2021-01-04 00:55:23;14.01
265;16.43;;U R2 L F' B2 R' B U B2 U F2 R2 D' R2 U L2 B2 D' B2 F' D;2021-01-04 00:56:45;16.43
266;12.71;;R L2 B2 F2 D2 B2 D B2 U' F2 D' U2 R' F' R' B R2 D B' U R';2021-01-04 00:57:13;12.71
267;13.00;;F' U2 L2 D2 L2 B F2 R2 F' U2 F L' U' L2 D2 R' U' L D' R2;2021-01-04 00:57:40;13.00
268;15.81;;D F' D B L2 F' D2 F U2 L2 F' R2 F' D2 L' R D F' L' U' R2;2021-01-04 00:58:08;15.81
269;12.49;;F L2 F2 D2 L2 U2 F' D2 U2 B R' F R' F2 D F U B2 L B;2021-01-04 00:58:36;12.49
270;10.87;;U2 R' F2 L' B2 R B2 L' D2 L2 F' U B2 U B' L' F2 D2 U';2021-01-04 00:59:03;10.87
271;14.54;;F2 R2 U B2 L' U2 R' D' R2 B' U2 F2 L2 U2 B' U2 L2 U2 R2 F2;2021-01-04 00:59:31;14.54
272;11.13;;U' B2 F L2 U' B2 L2 D2 B2 D' B2 F2 R' B L U F2 U2 F;2021-01-04 00:59:55;11.13
273;13.44;;U' B2 U' R2 U F2 U L2 D2 B2 U' F D' B' F2 U2 R2 U R U2;2021-01-04 01:00:16;13.44
274;12.42;;U L B2 U F2 D B2 L2 D U2 L2 U' F D' L F' D' B2 L;2021-01-04 01:00:42;12.42
275;13.16;;F2 L U2 R U2 R D2 L' U2 L' B2 R2 D L U2 F2 L F' U2 L';2021-01-04 01:01:04;13.16
276;14.22;;D R L U' B' L F' D' R2 B2 L D2 B2 R2 U2 B2 R2 L F';2021-01-04 01:01:31;14.22
277;12.10;;U2 B U2 R U D2 F R L U L2 D' R2 F2 D2 L2 U B2 R2 D B2;2021-01-04 01:01:57;12.10
278;14.47;;B2 U' L2 R2 U R2 F2 R2 B2 U2 F2 U R' F' U L' B' D R B R;2021-01-04 01:02:20;14.47
279;12.38;;F' L2 F2 D' B2 U L2 D' B2 D U F' D B2 L U2 L F;2021-01-04 01:02:53;12.38
280;13.78;;L' U2 B D2 F R2 B2 F U2 B R2 F L2 U' B2 D' L2 F' D' U2 L';2021-01-04 01:03:20;13.78
281;12.87;;R2 D F2 B U2 D' F' B L' U2 R' L2 D2 F2 L D';2021-01-04 01:03:46;12.87
282;11.82;;B2 L' U' F2 U R2 B2 R2 D2 U' B2 R2 D' L D L' D B D F2;2021-01-04 01:04:11;11.82
283;11.97;;U2 B2 D2 L2 D2 R2 B' U2 F' R2 D2 F R' U' R' D B' L F' D' B2;2021-01-04 01:04:43;11.97
284;11.84;;B' L' F L2 D2 B' U2 B L2 F L2 F2 D2 R2 D F' D2 U' B' D R2;2021-01-04 01:05:05;11.84
285;14.26;;L2 D2 L2 F2 U' L2 D L2 D2 L2 F2 L2 R B' R' D' B2 U' R2 F' D';2021-01-04 01:05:34;14.26
286;12.57;;B L' R2 F2 L2 B2 U' F2 R2 F2 R2 U' F2 D2 R' B' R U' L B' D';2021-01-04 01:06:01;12.57
287;11.52;;R2 F' L2 U2 B2 U L2 D F2 U' F2 R2 D' L' R2 D' B R U L;2021-01-04 01:06:26;11.52
288;11.69;;F' U F2 L2 D2 B2 U2 F2 L2 B' R2 B R2 L U F L2 R' D' R' B2;2021-01-04 01:06:52;11.69
289;14.94;;D' B2 R2 U2 F2 L2 U B2 L2 R2 U' F2 R' D' B' R' U2 R' D' F' R';2021-01-04 01:07:18;14.94
290;13.32;;U' F R L2 F' B2 U R2 D2 L2 B' R2 B' D2 F' B2 U2 F' U2 L B;2021-01-04 01:07:43;13.32
291;12.34;;D B R' F L' U2 R L' D R' B2 L' U2 B2 R' U2 L U2 R B2 D2;2021-01-04 01:08:07;12.34
292;11.87;;R2 U L2 B2 D2 U L2 D B2 U2 B2 R F2 L' D B2 R' D' B' L' F;2021-01-04 01:08:30;11.87
293;11.08;;U2 F' U2 L2 B D2 B R2 B2 R2 U2 L F2 U R D2 B2 F' D R;2021-01-04 01:08:53;11.08
294;10.21;;B' D' F D' F2 L D F2 D2 B2 L' F2 R2 B2 L' F2 U2 R' D F2;2021-01-04 01:09:15;10.21
295;11.55;;R2 U L2 U2 B2 D' F2 U B2 U2 B2 R' U2 B' L2 B D' L R';2021-01-04 01:10:08;11.55
296;16.20;;F2 D' R B2 R' D2 L2 B2 L U2 F2 L' F U2 F2 L2 F' R U';2021-01-04 01:10:29;16.20
297;13.14;;F' U D L U F R F D F2 B2 R2 D' F2 U2 L2 F2 D B2 R2;2021-01-04 01:10:59;13.14
298;14.13;;B' U2 B2 L B R' F' B' U' B2 D2 L2 F2 D L2 U F2 B2 D' R' U';2021-01-04 01:11:23;14.13
299;12.20;;B2 U2 L2 F D2 F' D2 R2 F' D2 B' R' U' L B2 F D' F' L D';2021-01-04 01:11:49;12.20
300;13.75;;R D2 B R2 B2 L2 F' U2 F U2 R2 D2 U' R U' F' D2 U F L2 D';2021-01-04 01:12:12;13.75
301;16.01;;R' B' R U' F R D' B L' D2 F B2 U2 R2 B' D2 L2 U2 D2 F' D2;2021-01-04 01:12:39;16.01
302;15.10;;F2 L2 D B2 R2 U R2 U' B2 D2 F2 L R' D' U2 R2 F' R' B F' L';2021-01-04 01:13:08;15.10
303;13.47;;D2 F2 D2 B' U2 R2 B F D2 R2 U2 D F L2 U F' L U' B L';2021-01-04 01:13:36;13.47
304;12.14;;F U B2 U F2 D2 F2 R2 U' B2 U2 L2 F2 R' U' R2 B' L B2 U R;2021-01-04 01:14:00;12.14
305;12.94;;L' U2 F2 L2 U2 L' F2 U2 L' F2 L2 U' F R D' F' U' R U' L';2021-01-04 01:14:27;12.94
306;15.88;;D B2 D F2 U2 F2 R2 U B2 F2 R2 L B2 U B2 D' F' D2 L2 R' D2;2021-01-04 01:14:56;15.88
307;12.23;;U' D2 F2 D2 B U2 B' U2 B L2 B' L' R' F' R' D F R2 B2;2021-01-04 01:15:24;12.23
308;15.55;;D L2 D2 U' L2 B2 D' B2 U' F2 R2 B2 L B' R' B' D B2 R U';2021-01-04 01:15:48;15.55
309;14.47;;R' U B2 D2 R2 U F2 L2 U B2 D' B' L R' F' R2 D L' D' U2;2021-01-04 01:16:26;14.47
310;11.98;;R2 D2 F' L2 D' F2 L2 D R F2 R B2 R F2 L' D2 L D2 F2 R;2021-01-04 01:16:53;11.98
311;14.76;;D2 B' R2 B U2 F D2 B2 U2 F' R2 D2 L' B F2 U R F D2 B U';2021-01-04 01:35:07;14.76
312;13.03;;B2 L2 R2 D2 B' D2 L2 B' F L' B D L' U' B' D U2 L2;2021-01-04 01:36:41;13.03
313;14.04;;D2 F' D2 U2 F' L2 F' U2 B U2 F D2 R B U L' R2 U2 F' R2 F';2021-01-04 01:37:06;14.04
314;12.46;;D2 F2 L2 D2 F D2 R2 D2 L2 U2 B R B' D2 L' U L R B2;2021-01-04 01:37:33;12.46
315;13.82;;R2 B2 D2 B2 D' L2 D2 U' F2 L2 F2 B' L' D2 B' D L2 D' L B' F2;2021-01-04 01:37:58;13.82
316;13.30;;U2 R2 F' R2 B L2 B2 U2 L2 R2 F2 D' F L D' B2 L2 B' D;2021-01-04 01:38:25;13.30
317;13.73;;R' B L2 R2 D2 F2 U' B2 R2 F2 R2 F2 R D2 B R' F2 U' L2 R2;2021-01-04 01:38:52;13.73
318;16.71;;U2 R B2 L' R U2 B2 D L' R B' U2 R' B U B;2021-01-04 01:39:28;16.71
319;13.71;;U' R2 D U L2 F2 L2 B2 U F2 R2 F R' B' U R2 U F2 R' D2 U2;2021-01-04 01:39:56;13.71
320;14.74;;R' B' D F R' U2 F L D2 L2 D2 L2 U' B2 L2 D F2 R2 U2 L;2021-01-04 01:40:23;14.74
321;13.00;;F B2 U' R F2 U' B' L2 D' R2 U2 B2 R2 U R2 U2 L2 F' D2;2021-01-04 01:40:55;13.00
322;13.03;;U2 B L U2 F2 L B2 R2 U2 R' B2 R' U' F2 D U2 L R2;2021-01-04 01:41:22;13.03
323;15.53;;D2 B L2 F' U2 B2 R2 F' U2 F' R2 U R' U2 R2 B2 D2 B L' R;2021-01-04 01:41:48;15.53
324;11.99;;D2 F2 D2 R2 D2 F' U2 L2 B' D2 L2 F L' F L D R D2 B D;2021-01-04 02:09:38;11.99
325;13.58;;R2 F2 U B2 D R2 B2 D R2 U' B L2 D R2 B' L U B2 L' R2;2021-01-04 02:10:02;13.58
326;14.37;;F' D2 B D2 F U2 B L2 B L2 D2 F2 R' F D2 U L' R' D B' F';2021-01-04 02:10:32;14.37
327;12.05;;F2 U B' L B U' D2 L' U' L2 U' D' L2 F2 L2 U B2 U B2 R2;2021-01-04 02:11:01;12.05
328;17.58;;R' D' R L' U2 B' L' U B U2 L2 F2 D2 F' D2 F U2 L2 U2 F;2021-01-04 02:11:29;17.58
329;14.07;;L2 U2 B' F2 L2 F L2 R2 F2 U2 L U B' D R2 F' U R' U' L;2021-01-04 02:11:58;14.07
330;15.14;;R' B' R2 D U B2 D B2 F2 D F2 R F' L' B' U L' U' B2;2021-01-04 02:12:24;15.14
331;18.32;;F2 U2 L F U' D' L' B U2 F B2 U' R2 B2 U D2 F2 U' R2 D2 L2;2021-01-04 02:13:08;18.32
332;12.71;;D' R' B2 R2 D' U' R2 B2 D' B2 F2 U B2 U2 R B2 F' L2 D' F' U2;2021-01-04 02:13:32;12.71
333;13.16;;D' B' R F2 D2 U2 L' F2 R F2 R2 D2 B2 F' U F2 R2 B2 F' U2;2021-01-04 02:14:01;13.16
334;15.16;;U R F2 D2 B L2 R2 U2 R2 U2 F D2 F U2 R F U' B' L2 R2 U';2021-01-04 02:14:25;15.16
335;14.75;;U L R2 D' R2 D B2 R2 U2 B2 U R2 U' R F L' D R D2 R;2021-01-04 02:14:52;14.75
336;12.92;;U B2 R2 D' B2 U' B2 R2 U' F2 U B F R D2 U2 F' R D' U';2021-01-04 02:15:21;12.92
337;11.07;;B2 U2 R B2 L U2 R D2 L' F2 L B L' B2 L2 D L2 R2 F2 U';2021-01-04 02:15:45;11.07
338;15.16;;B' R B2 U' R2 F2 D' R2 D L2 D2 U' F2 L' F2 L' D F R' B2 U';2021-01-04 02:16:08;15.16
339;15.12;;L2 U' R2 U' L2 R2 F2 D B2 L2 B2 D2 L B D2 L2 F' R' D L2;2021-01-04 02:16:40;15.12
340;14.21;;U D2 R F2 L F2 R2 U2 R B2 R2 U2 B2 U' R D B F' L' U2 F2;2021-01-04 02:17:06;14.21
341;14.33;;U2 R2 B' R2 U2 F' D2 F' U2 B' L2 F L' F' U F' U2 R' F' U R;2021-01-04 02:17:34;14.33
342;16.09;;D R2 B L F L' F2 U' B2 L2 U' R2 F2 D2 F2 D2 B2 R' D;2021-01-04 02:17:57;16.09
343;12.37;;F2 R' D2 F2 L F2 U2 L2 D2 L F2 R' U L D U' F' R2 B';2021-01-04 02:18:26;12.37
344;12.66;;L' U2 F2 U2 F2 L2 U2 L R2 D2 B' D' U F2 L D2 F' U' L';2021-01-04 02:19:34;12.66
345;14.18;;U F2 U2 F' U2 F2 L2 U2 B2 U2 R2 F' U L2 B' R D' R' F D';2021-01-04 02:19:56;14.18
346;14.71;;F B U L2 D2 B' R' U L2 F2 L2 B2 U2 R2 U' D2 R2 F2 D F' R';2021-01-04 02:20:30;14.71
347;15.11;;D L2 F2 D U' B2 L2 B2 D' R2 U' F L2 R2 F' R' U B' D' F;2021-01-04 02:20:55;15.11
348;14.30;;U2 B2 L' D2 L F2 L2 U2 L' F2 U2 B' F R D U' F R D F';2021-01-04 02:21:23;14.30
349;11.36;;F D2 L2 U2 R' B2 D2 R D2 F2 R F2 R2 U' F R' D U' L' F;2021-01-04 02:21:53;11.36
350;12.85;;B' F2 R' D2 L' F2 L2 B2 L2 R' D R' U' B' F2 U R' B';2021-01-04 02:22:15;12.85
351;13.47;;F2 U2 L F2 D2 R U2 L B2 R2 F L' F2 R2 D F D2 B U2;2021-01-04 12:58:33;13.47
352;14.24;;U' B2 R2 F2 L2 D2 L2 D R2 D F2 B U' L' U L R2 B2 R2 D;2021-01-04 13:00:39;14.24
353;16.94;;B2 D2 R' B2 U2 R' F2 U2 R' D2 R F2 D' F' U2 L2 U2 R D F;2021-01-04 13:01:20;16.94
354;14.33;;U2 F' L2 B' D2 F D2 L2 B L2 F' U' L2 B2 R B2 F' U B L' F;2021-01-04 13:01:52;14.33
355;14.68;;B2 U2 L2 R2 B2 U B2 U' L2 D B2 R B D L F2 R' U' L' B R2;2021-01-04 13:02:21;14.68
356;16.50;;D R2 D B2 D R2 U2 B2 R2 D' U2 B L' U' R' F2 L' D' B' D U2;2021-01-04 13:02:47;16.50
357;12.43;;D' R2 D2 F2 R' F2 L2 U2 R B2 R U' B' R B' F' L' U' R;2021-01-04 13:03:17;12.43
358;15.41;;D2 F' D' L2 F2 D L2 D L2 F2 L2 F2 D R' F D' B U B L';2021-01-04 13:03:42;15.41
359;16.20;;D' L2 R U' L2 D B2 L2 D R2 D2 R2 U2 F' L' D2 F' U' L' D2;2021-01-04 13:04:08;16.20
360;13.90;;D' F' U2 L2 F D2 U2 L2 B' L2 B2 U2 F R B2 F D R B' L' F';2021-01-04 13:04:41;13.90
361;13.35;;B2 R' D' B2 D L2 D2 U F2 R2 D2 B D2 U L2 R2 B L R';2021-01-04 13:05:09;13.35
362;14.33;;D F' U B2 U' R2 B2 U' R2 U R2 U R2 B L R B D U R' B2;2021-01-04 13:05:38;14.33
363;15.59;;D R2 D B2 U' F2 D' F2 L2 U F U' R' B2 L' R2 B' L' U2 F';2021-01-04 13:07:23;15.59
364;12.25;;F' L' B U' R' U L U R2 D2 F2 R' D2 R' F2 L' F2 B;2021-01-04 13:08:05;12.25
365;11.52;;L' U2 D' B2 U' R' U' D2 F L2 F' B2 R2 D2 B2 D2 F D2 U R';2021-01-04 13:08:28;11.52
366;14.62;;D L D R2 L' D2 L' B' R U' L2 B2 D2 F2 U L2 U' R2 D';2021-01-04 13:09:18;14.62
367;12.93;;L R2 B' D2 F' D2 L2 B2 R2 B2 R2 U2 L' F' D B2 F U L R';2021-01-04 13:09:44;12.93
368;12.95;;R D R2 U L2 F2 D B2 R2 D R2 U B' D2 L' D R' B U' R2 U';2021-01-04 13:10:09;12.95
369;13.65;;B' U R' B' L2 F' D' B2 D2 F2 U2 R' U2 R2 F2 L B2 L' D2 U';2021-01-04 13:11:31;13.65
370;14.07;;D2 R2 D F2 D2 L D B L' U L2 U B2 D' L2 D F2 D' F2 L2;2021-01-04 13:12:04;14.07
371;13.56;;U B' L2 D2 U2 B' R2 U2 F U2 B2 F' D2 R' B' F' D' L B2 F' D;2021-01-04 13:12:31;13.56
372;14.04;;D' B' F2 R2 B U2 F' R2 D2 R2 F2 U' F D U B' U' R B2;2021-01-04 13:12:58;14.04
