No.;Time;Comment;Scramble;Date;P.1
373;13.14;;B2 F2 U L2 D U L2 F2 D2 F D2 R D' R' U' B2 D' B';2021-01-04 13:14:49;13.14
374;13.11;;R D2 L' D2 U2 B2 R' D2 B2 D2 B2 L' D' B' U2 B2 F' U' R2 U L;2021-01-04 13:15:24;13.11
375;14.52;;R2 F R L' F U F' D2 B R2 D2 L D2 L F2 R2 F2 L D2 L B2;2021-01-04 13:15:49;14.52
376;13.36;;B2 F2 D B2 U L2 B2 U R2 U B2 F R U L2 D' R' B' L' F';2021-01-04 13:16:55;13.36
377;13.64;;B U' L2 D2 L' U2 L B2 R' F2 U2 B2 D2 R D F' U' F L B2 L;2021-01-04 13:17:49;13.64
378;11.65;;F2 D F2 D' U' L2 B2 U B2 F2 U R' B D2 U' B' U' F D' F;2021-01-04 13:18:14;11.65
379;15.26;;R2 U' B L' F2 U' L' F' U2 R L2 U' D2 B2 U2 B2 R2 D' B2 D B2;2021-01-04 13:18:47;15.26
380;14.04;;R2 D' L2 D2 U F2 D' B2 F2 D2 R2 F D R D L2 R F' L F;2021-01-04 13:19:38;14.04
381;12.52;;B2 R2 D2 B2 R2 U B2 D' B2 F2 D B2 R U B' L' B' D2 U2 F' U;2021-01-04 13:20:08;12.52
382;11.28;;L F2 L2 D F2 U2 L2 F R' B2 R2 B R2 U2 D2 R2 F2 U2 F' L2;2021-01-04 13:20:32;11.28
383;17.24;;R2 B2 L2 U L2 U B2 R2 D' R2 U2 R D L2 F2 U' L' R F U2 L';2021-01-04 13:20:57;17.24
384;16.95;;B2 R' L2 U L2 U2 B2 L2 U L2 F2 L2 F2 L F' L2 B' D' L2 D2;2021-01-04 13:21:29;16.95
385;10.53;;B2 R2 D2 B2 F2 U R2 D L2 U2 R2 D L D' L2 R D' B' U R2;2021-01-04 13:21:59;10.53
386;14.58;;U' R' U2 F2 U2 R2 D2 L' B2 L' U2 B2 F2 D F2 U B R D' R' U;2021-01-04 13:22:35;14.58
387;9.78;;D' B2 D2 R U2 B2 D2 R2 B2 U2 R D2 B' R B2 D' B2 D' R;2021-01-04 13:23:03;9.78
388;12.73;;D R' L2 U L2 F2 U L2 R2 F2 R2 D2 L2 D B' U' L' D' U B' R';2021-01-04 13:23:27;12.73
389;14.62;;D2 B' R2 U' F' L' D R2 U L2 F B2 L2 U2 L2 U2 F' R2 B' U2 F;2021-01-04 13:23:56;14.62
390;13.36;;F2 L2 F2 D' L2 U F2 R2 U' F2 D' U' B' L2 R B' L' D F' L2 B2;2021-01-04 13:24:33;13.36
391;13.13;;B' L' R2 B2 D F2 L2 R2 D L2 F2 U2 L2 B R D' L2 F' R' F2 L;2021-01-04 13:24:57;13.13
392;15.22;;B' L U2 L2 D2 L R2 F2 R' D2 F2 U2 F2 D' L2 B L U' L2 B L2;2021-01-04 13:25:21;15.22
393;13.68;;B' U2 F L2 D' L' B R2 B2 U R2 U L2 D2 B2 L2 D' F2 U L B;2021-01-04 13:25:48;13.68
394;16.85;;U' L B F2 U B2 F2 L2 U' B2 D' U B2 U2 F L U' R2 D' R' F';2021-01-04 13:26:21;16.85
395;11.04;;F D L2 F2 D' B2 D' L2 R2 B2 R2 B' R' D U2 F' D' U B2 F';2021-01-04 13:26:52;11.04
396;16.17;;B' U' L U2 D B2 U' F R F' U2 D2 F' U2 F2 B R2 U2 B' R2;2021-01-04 13:27:16;16.17
397;13.58;;R2 D F D2 L U D2 F D' F2 B2 L' U2 L2 B2 D2 R D2 L D2;2021-01-04 13:27:43;13.58
398;10.56;;R2 F2 U' R2 U F2 D2 F2 D2 L2 B2 L' F' U2 R U' B' F2 D U;2021-01-04 13:28:08;10.56
399;11.41;;D2 R2 D' B L' U' D F' U R' D2 F2 R U2 R' F2 D2 L' U2 D2;2021-01-04 13:28:29;11.41
400;13.52;;B2 R' U' D2 R2 D2 B' D2 L2 B' L2 B2 R' B' F' D L2 U F;2021-01-04 13:28:52;13.52
401;14.74;;F2 D' B2 R2 U B2 D R2 U' F2 R F D2 R2 U F R D' L R;2021-01-04 13:29:36;14.74
402;14.93;;L' U L2 F' L' U B R U2 L2 D' B2 D' B2 D2 L2 F2 D' F2 L';2021-01-04 13:30:07;14.93
403;12.55;;F' B2 R U2 L' F2 R' D2 R' D2 F2 D2 F R' B2 D U' F' R2 B U;2021-01-04 13:30:35;12.55
404;14.68;;R2 U2 B R2 F' L2 F2 L2 R2 U2 B D' L F' U' L2 D' B2 F2 L;2021-01-04 13:31:03;14.68
405;12.27;;R F2 R U2 L F2 D2 U2 L' D2 R' B2 F' L2 R2 D2 F U L' B2 U2;2021-01-04 13:31:32;12.27
406;13.55;;L' B2 D' L2 B2 D U' B2 R2 B2 R2 D2 F' D2 U2 L U B' R' U2 R;2021-01-04 13:32:01;13.55
407;9.92;;D2 U2 B2 D2 R' U2 R D2 F2 R' D2 R D' R U2 B D U2 B R' B2;2021-01-04 13:32:28;9.92
408;15.53;;D2 F2 D' L2 U' L2 U' B2 U2 B2 U' B L F2 R U B2 L' F' D U2;2021-01-04 13:32:55;15.53
409;11.91;;B' F2 U2 F2 R B2 L D2 L U2 B2 U2 D' F D L F L B;2021-01-04 13:33:25;11.91
410;12.14;;D B2 D R2 D2 L2 D' L2 U L2 R2 B R2 B' L' B2 U F L' F2 R2;2021-01-04 13:33:51;12.14
411;12.27;;L D F2 R2 U' F2 U R2 B2 U2 B2 U' L F' D U' B R U R U';2021-01-04 13:34:16;12.27
412;12.95;;L' F2 U2 B' L' D R2 L2 F' U2 F2 L' D2 R B2 L2 B2 L2 D2 R;2021-01-04 13:34:42;12.95
413;12.55;;L' U2 L2 D U2 B2 D R2 F2 L2 B2 D' B2 F' L2 R2 F D2 B L' R';2021-01-04 13:35:12;12.55
414;13.53;;L D R' D R D2 R2 F D2 R F2 R2 U2 D2 R' B2 L2 U2 B';2021-01-04 13:35:38;13.53
415;10.15;;L U R2 L B R2 U2 R' F R2 F L2 B R2 F2 D2 F' D2 F' R2 U;2021-01-04 13:36:09;10.15
416;14.33;;B2 L' R2 B2 D L2 U' F2 L2 B2 D2 U' R2 U2 B R U' F' D' R' F';2021-01-04 13:36:39;14.33
417;15.30;;U R2 F2 L2 R2 U B2 D2 B2 R2 U L' U2 R2 D R' F' D L' B2 U';2021-01-04 13:37:07;15.30
418;13.21;;B2 R2 F2 R2 U2 F2 D B2 R2 U2 L2 R B F L U R F' L' D' L';2021-01-04 13:37:39;13.21
419;11.88;;U' F2 R2 F2 D2 L2 F2 U R2 U' B2 R2 B' R2 U' L' B R2 D L D';2021-01-04 13:38:06;11.88
420;13.78;;D' B2 D2 R U' L U' F U L2 U R2 D F2 U' R2 B2 R2 F';2021-01-04 13:38:28;13.78
421;12.17;;D R' F2 R' U2 R2 U2 B2 R' B2 F2 R' U2 B' L' D2 L U L' B R;2021-01-04 13:38:58;12.17
422;10.09;;F2 L B2 R F2 U2 R' U2 L2 D2 L U' L U F D F L' B' U F;2021-01-04 13:39:21;10.09
423;9.49;;U' R2 D2 U2 F2 D2 B' R2 B' R2 F2 U2 D L F2 D' B' U' B' D';2021-01-04 13:39:45;9.49
424;12.17;;R' D' L' B2 U2 B' L' U R B R2 B U2 R2 U2 R2 F2 B U2 F2 L2;2021-01-04 13:40:10;12.17
425;13.00;;F D L B R L U' R L2 D R2 F2 D B2 R2 L2 U R' D;2021-01-04 13:40:36;13.00
426;15.49;;B2 L F B2 L U R D U2 L2 D2 R2 F' R2 U2 B U2 B D2 B';2021-01-04 13:41:12;15.49
427;12.16;;U D' L' D' B U L D' B R F2 R2 B2 R' L2 F2 B2 D2 B2 D2;2021-01-04 13:41:41;12.16
428;11.66;;B' U2 F2 U' R2 D R2 F2 L2 B2 D L2 F L' B F' D' U2 L D2 R2;2021-01-04 13:42:07;11.66
429;13.33;;L' B' F2 L2 D2 L2 D' L2 D R2 F2 D' L2 B D B2 L' D L2 D';2021-01-04 13:43:54;13.33
430;12.10;;R2 U B2 D' B2 R2 U2 B2 R2 U' F2 L' R D B L' U2 L2 D B F';2021-01-04 13:44:47;12.10
431;14.04;;F D F2 D' U2 R2 D' B2 F2 D2 B2 F2 R2 F' L F2 R U' L' R' F;2021-01-04 13:45:24;14.04
432;12.77;;R D' L' U L2 R2 D' R2 D' F2 R2 U R2 D' F D' F U' L' U' B;2021-01-04 13:45:52;12.77
433;13.06;;U2 F2 D' F2 D' L2 D B2 D' R' F D2 B L' B2 L F2 D R2;2021-01-04 13:46:23;13.06
434;12.45;;U' F' B U' R B L B U2 R U2 R U2 F2 B2 R' B2 L' F2 L';2021-01-04 13:46:44;12.45
435;13.10;;B' L' D2 B2 U2 B2 D R2 F2 D F2 U L2 F' U R' D2 U2 L' R';2021-01-04 13:48:30;13.10
436;11.82;;F' L2 U2 L D2 F2 B' D' R2 B2 U' F2 L2 U2 R2 U' B2 D' B' D';2021-01-04 13:52:04;11.82
437;13.26;;B' L U2 F' U2 R2 U2 B' U2 L2 F' R2 F' U L' F R U' R' D U2;2021-01-04 13:52:27;13.26
438;13.66;;U R' D' R' D' F' R' F' D2 B2 R2 L2 U F2 R2 L2 U' L2 U2 B2;2021-01-04 13:53:07;13.66
439;11.05;;D F2 D B2 U' B2 U' R2 B2 L' F R2 U' L U' F' L F' R;2021-01-04 13:53:36;11.05
440;11.98;;R' D R' D2 R' L2 F2 U2 B' D2 F2 L2 U F2 U' F2 U' L2;2021-01-04 13:54:36;11.98
441;11.25;;D' L2 B2 U' F2 D R2 D2 R2 U' B2 U' B U R' F2 D2 F U2;2021-01-04 13:54:58;11.25
442;12.16;;F2 D2 U B2 R2 F2 L2 D F2 U2 F2 L B' F D F' U R2 F2 L';2021-01-04 13:55:41;12.16
443;12.59;;B2 D B2 D F2 R2 U L2 D2 L2 U2 B' F' L F' D B' R F U' L2;2021-01-04 13:56:07;12.59
444;13.43;;U' B' U2 B2 L2 B2 U2 B2 D2 U L2 D' F U B R' D2 U' L B';2021-01-04 13:56:37;13.43
445;13.06;;F2 D' R2 U' B2 D2 R2 U B2 F2 R2 F L2 B' U R U' L B R' U2;2021-01-04 13:57:16;13.06
446;10.86;;B L2 U2 B2 R2 F U2 L2 F' R2 F2 U2 R B2 D F2 D B D R;2021-01-04 13:57:53;10.86
447;12.50;;B U' R' F2 U2 L' R' U2 R F2 R' F2 R U F' D' B F2 D2 U';2021-01-04 13:58:30;12.50
448;10.59;;R U R2 B2 D' U2 F2 D2 U2 R2 L' F2 D' F' L D2 F' L' B2;2021-01-04 13:58:57;10.59
449;12.58;;U2 B R2 B L2 F2 D2 L2 B R2 B L D' F2 L D' U2 F' L' F';2021-01-04 13:59:27;12.58
450;12.37;;D2 R2 F2 L2 B2 D' B2 L2 R2 D' L2 F R' U B2 F2 D F2 D' R';2021-01-04 13:59:55;12.37
451;13.43;;L2 D2 L U2 R' F2 L' D2 L F' U' L2 D2 R' U' R B' R2;2021-01-04 14:00:15;13.43
452;11.82;;R2 U2 R B2 L2 U2 L' B2 D2 L' F2 U2 B' U2 R' B L B' F L';2021-01-04 14:01:00;11.82
453;12.82;;L' D2 B U R2 D R2 D' B2 U2 F2 D' R2 B2 R' D B L2 B' U2 L';2021-01-04 14:01:42;12.82
454;15.83;;R' U' B' U2 R2 B' U2 R2 B F2 R2 F R2 U2 L' R' B L2 U' F' D2;2021-01-04 14:02:12;15.83
455;11.85;;D2 U2 B D2 L2 R2 F R2 B F' R2 U2 L U' B2 D' B' D2 R2 B;2021-01-04 14:02:42;11.85
456;13.13;;R2 B' D2 B2 L2 F2 L2 D' L2 B2 U2 B2 R' F2 L U2 F R2 B';2021-01-04 14:03:12;13.13
457;10.66;;R2 B' D2 F' D2 F U2 L2 F R2 F' R2 U' L' D2 U2 R D2 B' R' B';2021-01-04 14:03:38;10.66
458;11.79;;U F L2 B' L2 R2 B F2 U2 L2 F2 U' B2 R B2 D B';2021-01-04 14:04:42;11.79
459;16.93;;L2 B L2 D2 L2 F' U2 B L2 B F L' B2 U' L R' B' F2 U L2;2021-01-04 14:05:24;16.93
460;12.65;;B D2 B2 D2 B2 L2 B R2 F' L2 D R U' R2 B' L' R' D2 R B;2021-01-04 14:06:25;12.65
461;13.40;;R D2 L2 R B2 R F2 R' B2 L' D2 R' B' D2 F U R' D' F2 L';2021-01-04 14:06:56;13.40
462;16.29;;R' U L2 F2 U R2 D' F2 D2 B2 U' B L2 R D B' R' F2 D2 F2;2021-01-04 14:07:38;16.29
463;13.35;;L' U2 R' L2 F2 U L2 D U R2 B2 R2 U' L2 R B D' L F' L R;2021-01-04 14:08:13;13.35
464;11.44;;F U' L2 F2 D B2 D2 F2 R2 B' U B R' F' L F' D' F';2021-01-04 14:09:41;11.44
465;13.49;;D' L' R2 D' B2 D2 F2 R2 D' R2 B2 D' B' L2 F2 D' F' D2 F';2021-01-04 14:10:05;13.49
466;18.63;;R' U' F2 D2 R2 U2 L D2 L' D2 U2 L' D2 R' U' B' L' F' D2 R2 D2;2021-01-04 14:10:58;18.63
467;9.59;;U2 F2 L2 B D2 B U2 R2 B' U2 F2 L2 R' B' U L' D' B2 L2 R F;2021-01-04 14:11:42;9.59
468;13.81;;F2 R2 U F2 U R2 D' L2 U R2 F D' R B2 R2 F D2 F U' R';2021-01-04 14:12:15;13.81
469;14.20;;L F R L' D2 R U' R L2 U2 R' D2 R' B2 L' F2 L' U' F';2021-01-04 14:13:27;14.20
470;13.20;;L' R2 U B2 L2 D R2 B2 U2 F2 U L2 B L B2 L D U L' B' D';2021-01-04 14:13:57;13.20
471;11.11;;D2 B2 U' L2 B2 D' F2 D' R2 F2 U' F' L' B L2 D2 U L F2 D U2;2021-01-04 14:14:23;11.11
472;14.94;;D2 F' B' D B' R' L2 F B2 D' L2 U' R2 L2 F2 D F2 D' B2 D' L;2021-01-04 21:56:14;14.94
473;13.07;;U L2 F2 D' F2 U2 R2 U R2 U' L' U' F2 D' L B' R' D' L' B;2021-01-04 21:56:44;13.07
474;11.69;;D2 F2 R2 B F2 L2 B' D2 F' D2 F2 U2 D' F2 L' D R2 D2 L' R' D;2021-01-04 21:57:19;11.69
475;16.03;;F2 U L2 U' L2 U' R2 D L2 U' F2 D B U2 L U2 F2 D U F' D2;2021-01-04 22:06:06;16.03
476;14.85;;R2 B2 L2 R2 D' F2 L2 U F2 D' L2 U R' U2 R2 B U' R B' R' B;2021-01-04 22:06:47;14.85
477;16.20;;U' F' D2 B2 U' B2 U R2 B2 U' F2 D2 F2 L' D2 F U' F L B2 D';2021-01-04 22:07:19;16.20
478;13.82;;F D2 B2 U' L2 R2 F2 D' B2 U' R2 U' R' D2 B' R2 B2 D' L' B';2021-01-04 22:08:27;13.82
479;13.26;;L U R2 U' B2 L2 U' F2 D2 L2 U L2 U' L' F2 R' B2 F R' F U;2021-01-04 22:09:04;13.26
480;13.45;;B2 D' U2 B2 L2 D2 B' R2 D2 R2 D2 F2 R2 D' F' R B L D U';2021-01-04 22:09:40;13.45
481;12.78;;F2 U2 B2 F2 D' L2 U' L2 B2 R' U' F R U' F' L' B D';2021-01-04 22:10:37;12.78
482;13.88;;R2 U2 B' D2 B2 U2 R2 F D2 F' U2 F L' D R2 U' R2 U' F U;2021-01-04 22:11:12;13.88
483;13.66;;D2 B' L2 B R2 B U2 B D2 F U2 L' U' B2 D U2 F' L R2;2021-01-04 22:11:41;13.66
484;13.31;;L' F' L' F U2 D B L U2 B D2 L2 U2 R2 B U2 F' R2 B2 L2;2021-01-04 22:12:10;13.31
485;12.35;;U' D' R' F' R F2 B' L2 U' D2 F B2 R2 U2 B' U2 B L2 B R2 D2;2021-01-04 22:12:36;12.35
486;14.24;;B' R U F2 L' B R' U F U2 F2 D' R2 U2 B2 R2 U' R2 D F2 U;2021-01-04 22:13:23;14.24
487;12.07;;L2 D R' L' U2 L U B2 D2 R2 D2 F' L2 B U2 B2 D2 L' B2;2021-01-04 22:13:54;12.07
488;14.33;;D2 R2 F R D' B L' F D F' U2 F2 U L2 D' F2 D2 R2 B2 U2 L2;2021-01-04 22:14:17;14.33
489;12.13;;R2 U F U D L U2 F R B2 R' F2 D2 L D2 R' F2 R' U2 R';2021-01-04 22:14:46;12.13
490;11.97;;B D2 U B2 R2 B2 U' L2 U' R2 B2 R F' L2 U2 R B2 F' R2;2021-01-04 22:15:14;11.97
491;16.16;;B' L2 U' R2 U' R2 U' L2 B2 U R2 F L B U L R F U F';2021-01-04 22:15:39;16.16
492;12.49;;B L' F D2 B2 U' F2 D' R2 B2 L2 U' R2 D' L D U2 B' U L F;2021-01-04 22:30:10;12.49
493;16.25;;L' D R D' B' U2 R' D' F' U2 F2 D' B2 D' F2 R2 U R2 D B2;2021-01-04 22:30:37;16.25
494;12.85;;B' L2 B2 F2 R2 D' L2 F2 D B2 D F2 R U2 F L2 F' L2 R2 U' F';2021-01-04 22:31:14;12.85
495;14.12;;B R' D F2 L2 F L D' F2 U B2 D F2 R2 L2 B2 L2 D' B' U2;2021-01-04 22:31:44;14.12
496;12.95;;U L' B2 D' F2 U F2 U2 L2 U2 R2 B2 U F' D2 L F' L2 R B;2021-01-04 22:32:11;12.95
497;12.81;;R2 F D2 F L2 U2 R2 U2 B2 D2 L' B F' U' B2 D B' D2 R;2021-01-04 22:32:37;12.81
498;18.89;;U R' D R' L D2 B U2 F2 L2 U' B2 U2 F2 R2 D F2 D L';2021-01-04 22:33:05;18.89
499;14.92;;F D B R U B L' D' R2 B2 D2 F' L2 F D2 F' L2 B U;2021-01-04 22:33:41;14.92
500;10.99;;F D' F2 U L2 R2 D R2 U' F2 L2 R2 F' R U' L' F L U' R;2021-01-05 19:09:39;10.99
501;14.01;;F2 R2 U L2 U R2 U' F2 D B2 R2 D' R' U F2 L2 D R' D';2021-01-05 19:10:59;14.01
502;15.97;;L2 D2 B2 D2 L' F2 L2 R2 F D' B2 U R' D' F' U R';2021-01-05 19:11:26;15.97
503;14.36;;R2 F2 R2 F R' D' F2 B' U R' B2 U2 D2 R2 L U2 R2 B2 U2 B2 L2;2021-01-05 19:12:02;14.36
504;14.59;;B' L2 D' U2 B2 D' R U' L' F' D' B2 F R';2021-01-05 19:12:31;14.59
505;14.81;;D' L2 D2 B' R2 U2 F2 R2 U2 B' R2 D' B' R' U2 R2 F R' D' R';2021-01-05 19:13:19;14.81
506;14.07;;L2 F U2 R2 D2 U2 B2 R2 F R2 F L F2 D F U' B' R2 D2;2021-01-05 19:13:53;14.07
507;13.98;;F2 D2 B2 R' U2 B2 R2 F2 R' D2 L R B' R F' R2 F U' L' F;2021-01-05 19:14:27;13.98
508;11.90;;R2 B2 U B2 U' R2 D2 R2 D2 F' L' B2 F D L2 U2 R' F' D;2021-01-05 19:15:04;11.90
509;11.52;;L2 R2 U B2 U2 R2 U' R2 F2 D L' F D L' B' U' L' D' B' D';2021-01-05 19:15:34;11.52
510;14.13;;R2 U2 L2 F2 U' L2 D' B2 D2 U' R2 L D2 R2 U' L2 R F' U' L' D2;2021-01-05 19:15:59;14.13
511;11.24;;F' U2 L2 F R U L' F' L2 D2 R2 U F2 D R2 U B2 L2 D2;2021-01-05 19:16:38;11.24
512;14.78;;B2 U F2 R2 U B2 U' F2 U2 B2 L2 B' U L D2 F R' U2 B U' L';2021-01-05 19:17:03;14.78
513;12.28;;U2 R F' B' U B U B2 R2 F2 U2 L2 D2 L' D2 R B2 L B2;2021-01-06 19:19:05;12.28
514;12.53;;U2 B2 U L2 U B2 R2 B F2 L' U2 B2 D2 L' U2 R B2 L' D2;2021-01-06 19:19:36;12.53
515;14.35;;L D F' D2 R2 U2 L2 B2 U' R2 U2 B2 R' B L2 R D L2 B2;2021-01-06 19:20:27;14.35
516;17.92;;F2 R' B' L F2 U F' U' R2 D2 L2 F D2 R2 B' R2 B' L2 B2;2021-01-06 19:20:54;17.92
517;15.51;;L' D' F' L D' R2 D' R' B' U' R2 B2 L2 D R2 B2 D' L2 U2;2021-01-06 19:21:24;15.51
518;14.42;;R U' R2 U2 R2 U' B2 L2 U F2 U R2 L B F D B' F2 U L U2;2021-01-06 19:21:55;14.42
519;12.01;;D2 R2 U' R2 U2 R2 D B2 R2 F2 B' L D2 U L2 D2 B;2021-01-06 19:22:24;12.01
520;13.28;;R D U' R2 B2 F2 U F2 U R2 U' L U' L2 D2 U' B' F' R2;2021-01-06 19:22:46;13.28
521;12.87;;D2 R2 U' R2 B2 L2 U' B2 U' F2 D F2 B U L F D L' D2 L2 R;2021-01-06 19:23:10;12.87
522;10.16;;D' U2 B' U2 F L2 F U2 L2 U2 B2 L2 D F D2 B F U' L' R';2021-01-06 19:23:34;10.16
523;13.44;;B' R' B R U' B' L' D' L2 U2 F2 L2 F2 R F2 L' U2 F2 B2;2021-01-06 19:24:00;13.44
524;9.85;;U' B2 L2 D L2 R2 U' B2 F L' B' R U' L F' D' U B2;2021-01-06 19:24:30;9.85
525;15.06;;U' B2 L2 F D2 F' D2 U2 L2 F L2 B' U2 L U' B' D' L' D' L F';2021-01-06 19:24:57;15.06
526;15.10;;B U L2 U' R2 F' R D L' F2 B2 U L2 F2 D F2 R2 U F2 D2;2021-01-06 19:25:26;15.10
527;14.31;;F' R' U' D' F L' D' B U' D2 L B2 U2 L' U2 L' B2 L2 U2;2021-01-06 19:25:53;14.31
528;10.98;;B D' F L2 U2 B L2 F' L2 B U2 F U' F2 L' B' R' B' D R';2021-01-06 19:26:30;10.98
529;12.63;;B' D' L' B U' R' D L2 U2 F2 U2 D2 F2 R' L2 B2 L B2 D L;2021-01-06 19:26:55;12.63
530;17.57;;L2 B2 U2 B' L2 D2 U2 B' L2 F L2 D F L F' R U' B' F R F;2021-01-06 19:27:30;17.57
531;15.70;;U F D R' F' D2 B U L D2 R2 F2 L2 F2 R2 U' B2 L2 U F2 U';2021-01-06 19:28:19;15.70
532;13.55;;B D2 R2 U2 B D2 L2 F2 D2 B' R B D R' B' F' U';2021-01-06 19:28:44;13.55
533;15.91;;B2 F2 D2 R2 D L2 B2 D R2 U2 F L U' R2 U' R D2 F D2 R2;2021-01-06 19:29:16;15.91
534;15.26;;U' L2 F2 U2 R2 B2 U' L2 U F2 U' F2 L U L2 U' R B' F2 D L2;2021-01-06 19:29:55;15.26
535;13.94;;F R D2 L2 D' B2 D2 F2 D' R2 B2 F R B2 L' F' U L' D;2021-01-06 19:30:24;13.94
536;13.84;;L2 F2 R' B D B L D F R2 L2 D2 R' F2 R' U2 B2 L F2;2021-01-06 19:30:51;13.84
537;12.55;;L2 F2 U' B2 D' R2 F2 U' B2 U2 R2 B2 F R' D' L D' B' F' L D';2021-01-06 19:31:37;12.55
538;15.12;;F' U2 D' L' U' L' F' B R' U' F2 B2 L2 U F2 D' L2 D B2 D' L;2021-01-06 19:32:07;15.12
539;12.77;;L' F' R' B2 F' R2 U2 B L2 U2 B2 U2 R2 B' L' B U' B R' B2 D';2021-01-06 19:32:35;12.77
540;13.90;;U2 F D2 B' R2 F2 U2 F R2 F2 D2 U F L2 R' F L2 U2 B' D;2021-01-06 19:32:59;13.90
541;10.79;;D2 L U' F2 L2 R2 D B2 U L2 F2 U' F' U' B' F D R2 U' L';2021-01-06 19:33:37;10.79
542;14.18;;B R F L' B' R' L B F2 U' R2 U R2 F2 U2 R2 B2 D' B;2021-01-06 19:34:01;14.18
543;16.26;;F' L U F U L F' U2 L2 U2 F2 L' U2 F2 D2 L2 U2 R L2 D B;2021-01-06 19:34:26;16.26
544;13.29;;R2 D L2 U' R2 D2 L2 F2 R2 F2 U2 L' U2 F' L D' U2 R U2 R F';2021-01-06 19:35:05;13.29
545;15.77;;L2 U F2 D2 R2 U F2 U' B2 U' R2 U R B F2 L' F U L2 U F;2021-01-06 19:35:31;15.77
546;11.56;;U' B' U F L D2 B2 U L' D2 B U2 F L2 F2 B' U2 L2 F2;2021-01-06 19:36:00;11.56
547;11.28;;U' D2 F' D2 B2 U2 L2 D2 B' U2 B2 R2 D R D2 R2 F' D' U2 F';2021-01-06 19:36:25;11.28
548;12.52;;B2 L2 U' R2 U R2 B2 U F2 D L2 F R' B2 U R2 B' R D' F;2021-01-06 19:36:52;12.52
549;11.28;;D2 F2 R2 D' B2 U2 R2 D2 L2 B2 D' L' D2 F' D2 L' F L' R F2 L';2021-01-06 19:37:18;11.28
550;11.43;;U2 L' U' D L2 U2 F' D' B2 D2 R D2 R' U2 B2 R U2 R2 F2 R';2021-01-06 19:37:39;11.43
551;9.91;;F B' R U2 F R' F' U L' D F2 U2 F2 B2 D' F2 D B2 L2 F2;2021-01-06 19:38:05;9.91
552;10.82;;U' L F2 R' B2 L2 U2 R' F2 D2 R' F2 D2 F L' U' F' R2 U2 L;2021-01-06 19:38:29;10.82
553;16.61;;L2 R2 U2 B2 R2 F' R2 B L2 B2 U2 F2 U' R B2 L' R2 D' U' L2;2021-01-06 19:38:53;16.61
554;13.17;;U B2 L2 D2 F2 D' L2 U B2 U' L2 R F2 U2 R2 B' D2 F' L F' U';2021-01-06 19:39:31;13.17
555;14.39;;F2 L2 U F2 D U2 B2 R2 U' L2 B' L' F R D' B' U R' F' R';2021-01-06 19:39:58;14.39
556;12.11;;D2 R2 B2 U L2 D F2 D R2 U2 R F L' U2 R2 F U' R2 B' F;2021-01-06 19:40:31;12.11
557;13.91;;L F' L2 F' R2 F2 R2 B D2 B' F U2 L B' U2 L' D B L2 D B2;2021-01-06 19:41:08;13.91
